:START_ID(Disease)	:END_ID(Anatomy)
DOID:8986	UBERON:0002005
DOID:1793	UBERON:0002294
DOID:2998	UBERON:0001638
DOID:12185	UBERON:0002279
DOID:13378	UBERON:0000948
DOID:1115	UBERON:0001460
DOID:0060119	UBERON:0001785
DOID:1909	UBERON:0002360
DOID:2994	UBERON:0002392
DOID:1319	UBERON:0002019
DOID:0050741	UBERON:0001891
DOID:3070	UBERON:0002286
DOID:5559	UBERON:0002012
DOID:5559	UBERON:0000975
DOID:11054	UBERON:0000996
DOID:824	UBERON:0000482
DOID:1319	UBERON:0002517
DOID:0050741	UBERON:0001264
DOID:12365	UBERON:0002107
DOID:5408	UBERON:0001088
DOID:3393	UBERON:0001637
DOID:10871	UBERON:0001769
DOID:14004	UBERON:0001111
DOID:11934	UBERON:0001650
DOID:3565	UBERON:0002279
DOID:11476	UBERON:0001437
DOID:585	UBERON:0001088
DOID:5408	UBERON:0001756
DOID:1612	UBERON:0000483
DOID:8778	UBERON:0001365
DOID:4481	UBERON:0001764
DOID:10283	UBERON:0000483
DOID:12365	UBERON:0000955
DOID:363	UBERON:0000474
DOID:5559	UBERON:0002407
DOID:8778	UBERON:0000989
DOID:13241	UBERON:0001981
DOID:1319	UBERON:0001535
DOID:1192	UBERON:0002347
DOID:9835	UBERON:0001776
DOID:12849	UBERON:0002673
DOID:2998	UBERON:0001343
DOID:263	UBERON:0001228
DOID:13189	UBERON:0002414
DOID:11934	UBERON:0001707
DOID:1909	UBERON:0001003
DOID:1612	UBERON:0002228
DOID:14268	UBERON:0002294
DOID:363	UBERON:0001135
DOID:1024	UBERON:0002385
DOID:1115	UBERON:0002012
DOID:14330	UBERON:0001866
DOID:9352	UBERON:0001323
DOID:784	UBERON:0001394
DOID:184	UBERON:0002413
DOID:9074	UBERON:0001986
DOID:184	UBERON:0002516
DOID:5875	UBERON:0000045
DOID:1192	UBERON:0001352
DOID:1192	UBERON:0001675
DOID:8577	UBERON:0002107
DOID:1024	UBERON:0000473
DOID:2994	UBERON:0001989
DOID:1964	UBERON:0003889
DOID:1725	UBERON:0003889
DOID:7693	UBERON:0001640
DOID:4606	UBERON:0001064
DOID:7148	UBERON:0001676
DOID:1826	UBERON:0002102
DOID:2174	UBERON:0001773
DOID:9008	UBERON:0002204
DOID:6364	UBERON:0002275
DOID:9074	UBERON:0002048
DOID:10608	UBERON:0001988
DOID:6364	UBERON:0000011
DOID:7148	UBERON:0002497
DOID:3310	UBERON:0001988
DOID:12185	UBERON:0002418
DOID:4159	UBERON:0002073
DOID:3565	UBERON:0001352
DOID:10534	UBERON:0001103
DOID:5419	UBERON:0002037
DOID:1964	UBERON:0000996
DOID:8398	UBERON:0002387
DOID:8778	UBERON:0001970
DOID:11934	UBERON:0001744
DOID:12849	UBERON:0002298
DOID:175	UBERON:0002017
DOID:1909	UBERON:0000482
DOID:8577	UBERON:0001183
DOID:2174	UBERON:0001677
DOID:784	UBERON:0001814
DOID:8986	UBERON:0000988
